21,22,18,26,23,18,24,26,23,24,25,21,24,27,22,21,21,22,18,20,21,20,21,16,19,20,17,16,17,18,21,22,19,26,30,24,23,24,22,23,25,25,21,18,24,23,20,24,21,23,20,20,20,20,28,22,20,24,20,20,23,31,29,21
26,27,25,28,25,25,26,25,28,28,29,30,32,31,28,34,34,30,23,23,27,24,25,24,25,28,29,28,26,29,31,29,28,21,21,27,23,21,23,23,20,28,31,25,28,26,26,28,22,22,26,26,25,26,27,27,25,26,26,25,30,22,24,28
21,22,26,24,20,20,22,28,25,28,32,25,24,27,26,29,29,28,30,28,28,29,28,29,27,27,30,30,29,28,28,31,28,27,28,19,22,21,28,35,33,36,32,29,26,24,29,27,30,32,25,27,25,26,27,24,27,23,28,28,20,28,27,23
28,27,27,29,29,27,26,30,27,25,29,25,24,27,23,26,23,23,23,19,24,27,31,31,25,23,23,24,21,23,28,28,25,26,31,35,33,27,27,34,30,23,26,26,29,25,22,24,27,31,25,24,25,26,28,23,26,28,26,27,23,26,28,29
28,24,35,35,29,33,29,29,31,30,33,32,31,37,34,36,36,30,32,32,31,35,35,31,31,34,36,36,32,28,31,33,31,32,32,32,34,33,34,35,32,35,38,36,35,38,38,37,38,37,37,37,38,39,31,34,38,34,38,40,35,36,38,33
36,37,37,39,36,38,38,33,37,37,36,38,30,30,38,28,27,41,40,35,39,39,32,34,39,37,42,42,39,42,43,42,36,37,40,35,34,41,42,29,33,36,29,37,38,34,33,36,35,33,37,34,34,38,36,31,33,36,35,31,30,28,33,41
30,27,31,27,27,31,29,28,29,27,31,31,27,29,32,34,33,30,34,36,31,29,30,35,31,25,28,27,25,27,21,26,22,20,32,26,25,25,22,28,30,29,26,24,26,22,21,22,23,20,19,28,25,21,21,20,25,23,25,23,16,24,25,16
23,23,17,21,21,25,25,22,25,23,20,20,19,18,18,19,21,20,17,24,28,20,18,13,13,18,15,20,18,18,22,20,24,19,17,24,22,20,12,13,26,21,16,19,20,20,17,17,17,21,24,21,21,19,21,20,21,26,20,22,26,24,24,22
24,26,20,12,20,25,22,19,17,19,18,21,20,21,21,21,25,24,21,19,21,20,22,25,27,21,15,20,24,22,20,23,20,17,23,27,18,14,20,16,17,22,20,24,22,21,21,14,17,25,22,18,21,24,26,24,27,26,24,24,21,24,19,26
30,23,23,20,23,22,17,22,25,22,20,19,18,19,24,27,26,29,21,22,29,25,23,26,26,24,23,22,21,23,25,17,19,22,18,20,21,23,23,17,21,22,17,19,22,27,22,20,25,19,23,28,24,25,23,22,22,18,22,23,19,21,23,20
25,26,20,26,24,23,23,22,22,17,19,22,23,21,19,21,21,20,26,22,17,28,24,25,25,17,22,22,20,21,17,20,18,17,23,23,22,25,25,26,21,19,27,27,26,27,29,28,27,28,27,23,19,20,23,20,19,26,24,28,29,22,28,28
26,25,25,29,26,22,21,21,26,25,24,24,21,25,24,19,21,26,27,22,15,18,22,17,19,16,21,27,16,18,24,20,21,21,20,22,19,17,19,19,19,18,20,18,19,25,21,21,20,23,23,23,24,21,25,25,23,26,25,25,28,22,25,28
24,26,23,15,16,19,26,29,24,23,25,27,26,26,25,25,23,22,25,27,22,19,25,25,24,23,21,25,24,22,25,25,23,23,17,15,23,19,20,22,17,21,26,23,23,21,22,21,15,20,23,23,23,28,28,25,20,23,29,18,19,26,23,24
23,25,22,24,25,22,27,24,24,32,28,21,26,27,24,23,25,21,22,33,28,23,30,31,21,24,27,22,25,25,23,21,24,27,25,24,22,24,33,30,27,29,28,34,32,25,31,30,25,23,23,27,27,26,28,30,29,32,34,30,28,30,33,30
24,30,36,36,31,27,31,32,34,31,29,31,28,28,29,27,29,35,33,27,32,31,30,28,26,31,27,32,30,23,31,31,26,29,32,28,28,35,33,27,29,36,32,21,27,29,28,34,29,27,30,28,24,20,24,27,29,32,28,29,26,32,33,28
31,27,28,32,27,27,31,30,25,24,27,21,22,29,23,25,25,23,29,26,23,29,29,29,33,34,35,32,32,31,28,31,31,26,28,34,34,32,28,26,28,28,27,30,30,29,33,34,36,44,48,48,46,46,47,41,47,48,39,45,45,39,41,48
50,44,41,41,44,48,48,45,44,50,45,41,45,46,39,42,50,44,48,52,43,47,41,41,45,42,45,44,47,47,38,39,47,52,45,43,49,44,43,43,44,43,43,47,49,51,45,39,47,46,40,44,40,43,44,42,44,48,43,39,42,43,44,45
47,42,39,39,43,43,45,45,47,50,45,38,45,50,40,43,48,46,44,42,45,45,50,50,40,45,51,46,43,49,48,45,48,42,38,45,43,35,39,45,44,44,45,43,38,36,39,36,40,42,37,39,43,39,43,48,39,41,48,43,37,35,34,39
39,40,33,34,39,37,41,36,38,41,32,34,39,38,37,36,41,39,37,40,36,39,36,32,37,38,36,34,33,31,31,35,35,32,34,35,30,34,35,31,34,36,33,34,35,36,37,37,37,41,38,35,35,30,33,34,27,28,35,29,36,43,33,36
33,29,36,29,26,25,23,34,29,28,34,27,30,34,31,29,30,29,28,32,30,26,27,26,30,30,31,30,23,24,26,29,24,20,26,29,33,34,32,33,30,30,28,22,27,23,24,29,27,29,28,27,25,24,26,23,23,27,27,23,26,29,22,22
23,24,24,24,26,22,24,24,26,30,29,23,21,29,24,21,28,26,26,30,30,31,31,29,28,28,28,24,27,31,25,24,30,29,25,27,28,30,32,29,33,33,30,29,28,28,25,25,26,24,24,26,28,30,28,25,26,25,23,22,22,25,26,26
32,31,25,28,26,22,24,25,28,23,19,22,19,23,29,23,26,30,26,21,22,27,24,28,28,23,26,25,21,26,27,26,31,22,20,28,23,21,25,27,27,25,24,24,25,27,26,25,27,29,26,29,29,27,30,26,27,33,28,29,29,28,34,27
32,38,30,32,30,26,27,33,34,27,28,32,31,25,24,35,33,29,31,28,27,30,27,32,35,29,31,30,30,31,29,32,32,31,34,36,35,34,29,31,34,36,37,32,34,32,30,34,31,30,26,27,24,26,31,27,29,26,25,29,27,30,32,31
32,27,32,36,30,28,33,34,25,24,25,26,28,23,29,25,20,27,23,23,20,17,26,26,22,26,25,25,29,25,25,21,19,28,28,29,28,29,30,25,28,28,26,26,24,23,19,23,24,28,29,23,29,22,19,28,26,26,27,26,24,23,24,28
25,21,26,23,26,22,13,21,26,21,27,30,25,28,26,24,28,28,26,25,26,26,30,30,28,28,28,30,29,31,32,26,25,23,23,27,27,32,32,28,34,32,29,29,29,33,33,31,28,29,29,25,22,23,31,25,25,30,28,30,29,28,31,32
32,28,29,29,29,33,30,28,27,31,34,29,34,32,28,35,34,26,25,31,29,28,31,32,29,26,31,32,26,28,33,34,34,34,34,31,32,32,30,30,33,40,36,37,40,32,32,33,33,35,36,31,31,33,33,34,35,40,40,41,44,41,41,40
40,39,35,36,38,36,36,39,38,37,39,42,40,36,34,33,35,36,36,41,36,28,32,35,32,32,37,37,38,35,31,35,36,36,34,32,33,34,37,41,38,39,41,34,39,42,33,41,44,36,41,41,38,39,41,41,34,34,35,31,30,30,29,29
34,30,25,30,32,27,25,27,25,28,28,26,29,31,33,32,29,25,26,29,30,25,30,37,27,26,33,30,28,26,24,23,21,24,19,20,29,24,22,23,20,27,27,21,20,19,17,21,22,19,18,13,16,20,19,25,25,26,26,18,26,26,19,21
21,17,17,23,21,19,24,24,25,24,25,24,21,21,20,21,24,19,19,23,18,19,28,24,21,23,22,18,18,23,24,26,21,20,28,25,22,20,17,17,18,21,25,24,25,25,23,25,23,25,30,28,24,24,23,24,26,23,24,26,29,25,23,31
27,27,29,26,28,27,22,25,29,27,30,28,24,22,23,30,26,19,23,24,27,27,22,25,23,28,32,32,30,31,36,34,36,30,27,31,30,30,33,36,28,25,29,30,29,31,33,28,35,40,33,31,36,35,34,37,32,35,42,35,33,32,35,36
36,39,38,35,31,33,32,38,32,28,35,30,38,42,35,37,38,35,34,35,33,33,42,39,38,40,40,40,36,37,31,34,35,37,41,37,41,38,33,37,36,36,35,36,39,40,44,37,34,35,34,40,40,33,37,46,41,36,40,39,37,36,38,37
36,39,36,36,38,35,35,39,38,41,42,40,42,44,42,35,34,40,37,36,40,33,34,39,36,31,30,37,37,31,35,32,33,38,33,29,31,35,32,30,34,39,35,35,38,37,39,34,30,33,34,35,35,32,34,35,35,33,32,35,28,26,30,35
37,33,30,29,31,33,34,37,35,35,41,36,32,29,31,33,30,29,30,30,28,32,31,28,26,29,29,32,33,23,25,30,32,34,36,32,25,29,29,33,33,34,37,33,33,33,33,34,30,30,29,35,34,27,26,27,31,31,35,36,33,36,35,32
31,32,35,31,34,33,30,29,29,33,32,31,25,28,27,25,34,26,27,37,30,32,30,27,32,28,29,31,29,31,27,28,32,28,30,34,28,28,30,33,32,29,30,26,28,27,28,34,32,27,30,36,32,32,36,33,32,32,30,33,31,30,31,27
29,32,31,31,29,27,33,33,31,32,30,29,29,33,41,38,32,37,35,32,35,35,34,33,34,32,33,36,30,28,30,31,34,34,31,32,30,26,32,38,34,32,32,32,34,33,32,30,29,32,27,27,30,26,33,32,26,32,30,27,26,26,29,27
28,27,26,29,27,30,32,27,28,28,25,31,31,23,21,26,25,22,24,28,22,23,27,23,25,30,33,32,35,36,30,27,27,30,31,33,36,31,28,35,28,26,34,28,29,32,27,26,26,32,30,24,27,25,23,27,24,23,28,23,27,31,22,22
25,28,32,25,22,27,22,21,29,26,25,27,27,26,23,26,23,25,32,24,24,26,24,24,24,22,26,26,20,24,26,25,26,25,23,21,25,26,28,35,31,24,22,22,22,22,19,25,27,21,28,30,25,25,27,25,26,30,30,28,28,23,20,26
22,19,26,25,21,23,29,29,28,27,22,24,26,22,25,33,31,26,31,33,29,33,34,29,26,27,31,31,33,26,22,25,24,23,23,23,24,25,24,26,24,20,20,21,27,25,23,23,21,25,26,25,25,28,26,26,27,25,27,27,28,24,24,29
27,23,24,27,22,25,27,24,28,26,24,24,25,25,26,25,27,32,29,29,30,28,27,28,26,26,28,24,26,26,24,27,21,25,28,22,28,30,29,27,27,30,26,27,32,29,30,35,34,23,25,28,26,28,27,29,27,29,32,31,25,28,31,26
29,32,29,31,33,28,27,31,32,29,31,27,30,30,31,32,25,30,29,25,26,31,30,33,37,35,38,36,36,36,30,32,35,26,21,28,31,27,27,31,28,27,31,32,29,25,27,34,30,22,30,31,30,36,30,30,38,35,33,32,32,34,33,30
31,31,26,27,32,31,31,29,28,29,27,25,24,28,27,32,34,29,31,29,31,34,24,24,27,25,27,25,24,24,24,27,26,29,30,23,25,28,28,27,30,35,29,25,26,25,25,29,30,28,33,34,28,28,30,32,32,32,31,31,34,36,31,25
29,31,35,33,27,31,33,34,31,27,34,29,28,31,26,25,32,35,28,27,33,33,29,30,27,26,31,29,29,29,29,29,27,30,27,21,31,32,28,29,26,28,29,29,29,27,28,28,24,25,28,24,22,28,24,23,28,28,25,25,25,26,27,28
26,27,32,24,22,36,30,24,33,32,29,23,25,30,29,30,28,27,28,26,25,27,27,28,28,29,32,31,29,28,27,28,26,27,31,31,32,31,31,34,32,29,32,35,32,32,40,35,30,33,32,32,34,29,28,30,28,31,30,30,34,33,32,35
35,36,38,35,35,31,27,21,15,23,23,18,29,31,30,34,32,33,36,36,33,30,31,33,32,34,32,27,26,30,31,33,35,33,32,35,32,31,34,29,30,32,32,36,34,37,38,37,37,38,42,39,36,37,41,35,35,39,35,35,33,34,39,39
34,30,36,39,35,30,33,39,40,35,30,32,32,34,34,28,33,32,33,42,38,35,39,40,40,37,41,42,34,37,36,35,33,33,38,32,33,35,35,39,37,35,37,41,35,30,37,37,31,32,29,38,38,31,35,33,35,36,34,34,38,33,33,39
37,30,32,38,34,33,33,33,37,35,36,34,34,40,35,34,37,31,39,41,33,32,33,37,33,32,31,29,32,37,32,32,36,34,35,35,39,32,35,43,34,34,32,32,38,39,37,40,37,37,34,32,38,41,35,33,34,32,39,38,35,39,28,29
32,30,32,29,32,32,31,32,31,32,32,32,34,30,27,32,33,36,31,25,29,30,28,31,28,21,26,26,26,31,34,38,34,35,37,32,36,41,34,33,40,34,35,35,31,40,33,32,33,33,40,34,30,33,37,35,30,30,31,37,34,36,37,28
36,38,40,45,38,43,45,41,38,41,43,34,33,35,35,35,38,34,34,40,39,35,39,42,37,37,45,44,35,44,51,41,39,43,40,38,43,41,38,37,36,43,40,37,40,33,36,42,40,40,38,43,43,40,45,45,45,46,47,44,47,52,42,39
47,45,43,40,42,45,41,45,42,40,43,42,39,46,50,43,44,45,50,51,46,49,45,43,46,47,46,42,48,47,45,45,40,47,47,51,53,51,50,52,55,49,49,47,43,47,47,42,45,48,48,51,49,46,50,47,43,46,52,53,44,49,54,44
45,54,55,54,53,52,50,50,53,52,52,50,44,41,41,47,48,48,52,49,52,48,48,52,47,52,50,45,47,47,52,51,50,50,54,57,53,52,58,53,46,54,54,48,48,56,50,47,52,49,52,54,51,55,63,62,55,58,58,53,54,58,56,54
55,54,58,59,58,61,60,64,63,58,62,57,57,62,62,64,63,60,64,63,59,63,62,55,61,65,61,60,61,57,60,65,64,63,68,72,67,64,62,64,65,61,65,63,55,59,58,57,61,62,59,61,65,57,60,68,66,58,61,72,71,70,71,72
71,69,67,65,66,61,61,64,63,66,63,57,61,67,68,58,65,67,59,67,65,66,66,65,68,64,66,66,62,63,68,61,61,68,64,65,64,67,64,61,68,67,65,64,65,71,70,68,71,68,67,67,66,73,74,70,70,75,77,69,69,69,69,71
68,70,67,69,73,66,67,73,70,72,75,70,70,76,72,67,71,72,69,71,68,64,66,70,70,64,68,69,67,67,67,71,70,73,80,74,73,76,73,72,71,70,68,68,69,70,74,69,66,66,65,67,64,68,71,67,72,73,74,72,69,72,71,72
74,72,68,67,70,65,65,72,72,69,68,73,73,70,66,64,71,76,69,67,67,65,65,67,71,68,69,69,67,70,71,70,73,70,67,69,66,65,66,65,71,72,65,69,66,66,72,68,60,62,68,63,62,66,63,64,72,69,65,63,65,70,63,64
69,65,65,65,63,62,64,63,62,63,62,62,61,68,66,62,64,64,62,63,61,58,59,55,57,60,61,64,60,56,62,63,61,62,60,61,60,56,54,62,65,60,60,57,62,63,56,60,60,58,60,62,56,57,66,63,62,61,58,64,62,56,56,56
59,58,51,53,58,55,53,56,58,57,57,59,58,54,55,56,58,58,54,58,60,55,54,59,56,56,54,48,52,53,55,56,57,57,53,56,57,55,52,52,50,54,57,50,53,54,51,54,56,58,54,51,57,56,56,57,52,51,53,50,51,56,54,50
51,53,55,51,52,50,46,53,48,50,56,53,52,54,55,56,57,53,56,55,49,60,58,53,56,54,54,55,53,50,53,54,54,56,54,57,56,53,56,56,59,57,54,53,50,61,62,51,54,53,53,57,58,56,53,52,52,51,53,53,48,51,51,44
48,48,49,49,48,54,50,51,56,51,49,46,48,52,51,46,46,48,46,51,50,44,42,42,51,54,49,50,48,45,46,44,46,52,49,44,46,47,49,51,48,43,42,41,40,41,42,40,44,47,46,46,44,42,46,49,47,44,43,42,40,48,47,44
48,42,42,44,41,43,43,45,43,42,48,45,44,49,50,49,45,44,40,41,49,44,42,42,41,41,43,45,44,46,45,43,42,39,39,38,43,43,38,40,37,35,40,41,40,40,37,38,45,49,41,39,42,44,41,40,42,38,39,39,37,36,32,35
36,39,36,36,38,40,39,35,41,43,44,43,42,40,40,41,36,38,39,38,39,41,42,40,41,41,34,36,40,44,46,41,42,43,43,38,35,43,44,44,44,40,40,43,40,39,43,41,42,41,42,44,41,46,45,37,36,38,38,37,43,41,34,39
43,42,44,42,40,40,42,41,39,41,44,40,40,48,44,39,43,39,33,40,41,36,38,45,47,41,38,42,41,40,38,34,37,34,35,38,37,41,40,35,37,42,44,37,36,38,35,33,37,42,34,31,36,36,33,29,33,40,42,36,32,34,36,37
37,37,35,36,43,38,35,37,31,29,32,31,34,35,33,31,29,30,32,33,33,29,22,29,35,34,35,33,33,32,33,32,25,29,31,27,31,29,29,32,28,28,29,26,23,27,33,28,24,32,29,34,32,26,33,26,22,22,28,34,28,28,29,27
29,29,32,26,24,32,33,28,29,30,29,33,31,26,31,29,26,30,31,29,26,30,29,23,24,26,25,23,25,29,30,30,28,27,25,23,25,26,25,19,24,25,25,29,24,27,26,21,26,25,23,27,27,30,25,20,25,27,22,19,24,20,28,31
20,23,23,20,25,21,17,20,17,20,21,18,23,20,21,24,21,21,20,23,20,21,25,26,27,27,26,23,27,29,28,26,25,25,22,26,25,23,26,29,28,25,29,32,27,30,28,22,25,28,26,27,25,24,29,29,27,25,25,27,27,23,28,28
24,27,23,26,33,28,28,33,30,24,27,28,25,29,29,27,23,20,28,28,28,32,29,25,32,32,25,25,31,33,30,34,31,30,35,26,28,31,30,35,28,32,37,26,28,32,26,24,20,25,28,26,29,30,29,25,25,29,31,25,24,30,22,20
26,25,28,30,26,24,26,28,27,27,28,27,27,26,24,21,20,26,24,22,26,19,21,30,23,26,30,23,23,30,26,21,25,24,25,28,28,30,25,23,26,19,20,26,26,26,24,27,26,22,28,28,25,23,26,26,17,22,28,29,21,21,30,25
22,22,20,22,22,20,24,27,17,18,22,23,25,23,22,17,25,23,15,22,25,23,25,24,22,23,25,25,21,20,22,23,24,21,17,20,21,18,19,20,16,17,19,25,27,24,19,20,24,19,20,27,28,18,21,24,17,26,23,16,23,20,18,17
21,22,23,30,25,22,24,26,25,26,24,18,20,23,26,25,25,24,22,32,26,20,26,27,27,28,29,31,27,23,27,23,21,27,26,24,25,25,23,25,22,24,27,24,25,23,20,25,23,18,16,19,26,22,20,25,29,24,26,30,28,33,27,23
28,29,23,25,27,28,29,28,27,32,35,27,27,30,27,30,34,31,26,28,24,25,33,27,30,30,27,28,27,34,29,23,29,27,28,27,24,28,28,27,27,21,28,31,28,27,24,27,25,31,33,26,26,28,27,25,23,31,36,29,31,33,30,31
27,30,33,30,34,33,33,37,34,26,29,29,24,26,31,27,29,33,25,22,29,25,23,29,27,25,23,27,30,25,28,29,23,22,24,21,18,25,25,21,29,28,19,22,20,19,25,19,20,23,21,23,22,23,25,18,19,21,24,16,12,25,19,20
19,16,14,15,19,13,17,16,13,21,19,13,16,16,14,9,12,16,11,17,22,15,16,16,11,14,17,12,15,17,7,6,13,10,7,10,14,13,8,13,9,1,6,10,7,8,8,4,13,12,4,5,5,4,7,5,2,5,2,2,7,4,8,7
4,4,2,5,6,5,0,2,3,0,1,1,1,3,6,7,1,3,1,-1,-2,-7,-3,-5,-2,0,-2,2,-3,0,6,2,0,-5,-4,-3,-5,-3,-4,-2,-5,-12,-13,-7,-7,-12,-9,-5,-9,-12,-10,-7,-6,-10,-7,-9,-12,-3,-13,-12,1,-11,-10,-12
-14,-6,-10,-9,-11,-11,1,-1,-9,-10,-11,-9,-9,-6,-9,-15,-13,-10,-10,-12,-13,-13,-9,-14,-12,-8,-15,-11,-10,-8,-4,-8,-6,-9,-10,-8,-8,-8,-8,-5,-10,-6,-2,-6,-3,-2,-7,-11,-10,-13,-11,-6,-8,-7,-6,-13,-13,-6,-4,-5,-8,-5,-5,-14
-11,-10,-15,-6,-9,-11,-6,-12,-14,-8,-7,-13,-9,-12,-16,-10,-12,-16,-14,-13,-12,-14,-15,-10,-10,-16,-13,-15,-17,-17,-16,-14,-15,-13,-19,-17,-15,-19,-11,-9,-16,-17,-15,-15,-11,-11,-15,-16,-16,-20,-20,-17,-20,-16,-17,-16,-17,-21,-15,-20,-21,-20,-27,-23
-22,-23,-22,-23,-15,-13,-18,-16,-17,-14,-15,-18,-18,-22,-26,-26,-24,-22,-18,-25,-24,-17,-23,-27,-25,-22,-25,-31,-30,-26,-26,-28,-32,-31,-25,-27,-33,-27,-26,-36,-33,-26,-26,-28,-28,-27,-27,-25,-27,-28,-27,-27,-26,-31,-36,-33,-37,-34,-25,-30,-31,-25,-25,-29
-31,-28,-28,-30,-30,-27,-28,-27,-25,-30,-33,-32,-36,-31,-34,-39,-26,-31,-37,-32,-36,-36,-35,-34,-32,-34,-34,-35,-34,-34,-36,-28,-27,-31,-28,-25,-28,-30,-28,-32,-30,-29,-33,-35,-33,-28,-31,-32,-31,-33,-35,-37,-33,-36,-32,-29,-34,-30,-29,-33,-34,-28,-29,-34
-33,-31,-29,-36,-36,-30,-28,-29,-31,-32,-30,-30,-30,-33,-31,-25,-27,-27,-24,-29,-29,-22,-22,-25,-27,-28,-26,-27,-27,-24,-26,-25,-22,-25,-24,-22,-24,-25,-27,-27,-21,-23,-21,-21,-25,-25,-26,-22,-22,-26,-28,-25,-20,-23,-22,-15,-19,-26,-25,-21,-19,-21,-24,-22
-22,-23,-20,-25,-25,-24,-26,-21,-20,-28,-26,-22,-25,-28,-26,-19,-26,-27,-26,-29,-24,-24,-26,-26,-28,-25,-24,-27,-29,-29,-30,-29,-26,-30,-27,-25,-32,-24,-22,-27,-25,-30,-29,-30,-32,-26,-29,-28,-23,-28,-30,-28,-26,-27,-27,-27,-30,-25,-25,-25,-24,-23,-26,-28
-25,-27,-26,-31,-29,-29,-30,-22,-26,-31,-24,-24,-27,-22,-19,-20,-21,-21,-24,-27,-24,-27,-29,-29,-28,-26,-21,-22,-31,-28,-29,-32,-23,-27,-34,-29,-29,-27,-25,-26,-24,-24,-27,-28,-26,-25,-27,-24,-19,-23,-24,-24,-26,-27,-27,-24,-25,-28,-24,-20,-27,-26,-24,-24
-25,-22,-24,-29,-24,-27,-31,-24,-24,-33,-30,-24,-28,-30,-24,-27,-30,-22,-25,-34,-27,-24,-30,-28,-24,-26,-23,-20,-19,-16,-20,-21,-19,-22,-21,-30,-29,-24,-26,-19,-18,-21,-22,-20,-17,-20,-17,-17,-20,-16,-22,-21,-19,-23,-21,-17,-20,-21,-17,-20,-25,-22,-24,-27
-23,-30,-30,-22,-26,-22,-20,-28,-18,-21,-29,-16,-17,-22,-22,-24,-17,-21,-22,-17,-14,-15,-25,-20,-22,-22,-16,-25,-22,-17,-20,-18,-18,-19,-17,-17,-16,-16,-18,-18,-18,-16,-14,-13,-13,-17,-22,-21,-18,-21,-20,-17,-19,-23,-23,-14,-18,-20,-18,-22,-20,-14,-16,-21
-21,-22,-22,-17,-13,-13,-19,-18,-17,-27,-20,-16,-21,-19,-18,-21,-21,-15,-18,-20,-21,-22,-18,-19,-20,-16,-11,-9,-18,-24,-19,-16,-21,-18,-20,-24,-16,-17,-19,-19,-20,-18,-20,-21,-21,-25,-24,-23,-25,-22,-24,-22,-16,-17,-16,-17,-24,-26,-24,-24,-25,-28,-28,-22
-19,-25,-24,-20,-18,-21,-23,-24,-26,-20,-24,-26,-21,-22,-27,-24,-21,-28,-24,-26,-26,-22,-25,-25,-27,-27,-27,-21,-21,-25,-22,-17,-16,-17,-18,-23,-21,-18,-23,-22,-22,-25,-23,-24,-23,-23,-25,-27,-26,-22,-22,-32,-29,-25,-26,-26,-28,-32,-26,-28,-27,-20,-29,-32
-29,-30,-36,-28,-28,-34,-29,-30,-33,-32,-26,-27,-28,-27,-31,-28,-26,-26,-27,-32,-25,-26,-26,-20,-28,-32,-28,-30,-29,-30,-36,-34,-31,-33,-35,-33,-30,-29,-29,-31,-28,-33,-32,-28,-37,-33,-32,-33,-34,-34,-34,-35,-28,-30,-36,-35,-36,-34,-27,-28,-22,-18,-23,-20
-18,-23,-27,-29,-26,-18,-20,-23,-22,-24,-27,-24,-22,-22,-23,-26,-22,-18,-21,-27,-22,-16,-17,-22,-26,-20,-16,-23,-30,-23,-23,-25,-23,-26,-23,-23,-23,-22,-24,-23,-25,-26,-19,-23,-25,-20,-23,-20,-17,-21,-24,-20,-26,-29,-19,-26,-29,-24,-30,-30,-26,-21,-29,-28
-22,-28,-23,-22,-26,-24,-22,-21,-27,-31,-26,-24,-27,-26,-29,-32,-29,-32,-31,-22,-22,-28,-26,-24,-22,-24,-27,-25,-28,-29,-30,-29,-28,-31,-25,-23,-29,-25,-21,-26,-24,-28,-31,-19,-19,-26,-28,-23,-21,-26,-26,-23,-17,-17,-21,-23,-20,-16,-24,-24,-27,-31,-25,-32
-31,-27,-32,-24,-23,-27,-22,-23,-29,-26,-23,-29,-29,-29,-28,-27,-27,-27,-29,-22,-15,-17,-25,-22,-17,-22,-18,-15,-20,-21,-22,-25,-25,-22,-22,-22,-21,-25,-24,-16,-17,-19,-21,-23,-21,-20,-20,-23,-23,-21,-13,-11,-24,-18,-9,-13,-18,-17,-15,-20,-16,-18,-22,-19
-24,-20,-19,-20,-13,-15,-12,-14,-15,-10,-17,-16,-12,-16,-15,-14,-17,-13,-17,-19,-17,-18,-15,-19,-19,-15,-18,-19,-16,-14,-17,-20,-17,-20,-20,-18,-13,-12,-14,-8,-9,-8,-9,-9,-8,-18,-16,-16,-19,-15,-8,-11,-14,-8,-12,-10,-5,-12,-15,-13,-13,-10,-12,-8
-12,-19,-12,-10,-9,-6,-7,-11,-13,-9,-11,-15,-14,-10,-12,-8,-4,-9,-10,-9,-9,-13,-10,-4,-11,-9,-6,-10,-15,-11,-6,-13,-14,-7,-9,-9,-2,-5,-10,-8,-8,-8,-8,-8,-4,-8,-9,-3,-3,-7,-11,-10,-8,-8,-9,-10,-9,-9,-4,-2,-10,-7,-7,-9
-7,-5,-7,-8,-8,-8,-7,-10,-8,-12,-14,-9,-9,-12,-16,-10,-5,-14,-15,-10,-10,-11,-14,-12,-10,-12,-11,-8,-8,-7,-5,-10,-7,-5,-8,-6,-8,-9,-9,-9,-8,-10,-5,-3,-4,-6,-4,0,-7,-11,-10,-11,-13,-10,-5,-7,-6,-6,-9,-8,-6,-6,-7,-7
